id,hip,hd,hr,gl,bf,proper,ra,dec,dist,rv,mag,absmag,spect,ci
46568,46701,82668,3803,,,,9.520371,-57.034378,73.2601,-14.,3.16,-1.164,K5III,1.538,
46600,46733,81937,3757,NN 3559,23    UMa,,9.525453,63.061859,23.8152,-10.4,3.65,1.766,F0IV,.36,
46601,46734,82513,3789,,Zet2Ant,,9.525601,-31.871832,117.6471,22.,5.91,.557,A9IV,.258,
46602,46735,82198,3769,,8    LMi,,9.525671,35.103271,147.0588,38.,5.39,-0.447,M1III,1.543,
46603,46736,82514,3790,,,,9.52584,-35.714748,85.5432,14.,5.86,1.199,K3III,1.287,
46604,46737,82858,3813,,,,9.525844,-66.719025,189.0359,4.,6.27,-0.113,K1III,1.348,
46608,46741,83095,3821,,,,9.526752,-73.08091,242.1308,14.,5.46,-1.46,K4III,1.556,
46611,46744,82428,3785,,,,9.527497,-10.552013,51.4139,-18.,6.13,2.575,F0Vn,.261,
46617,46750,82308,3773,,4Lam Leo,,9.528675,22.967972,100.9082,27.,4.32,-0.7,K5IIIvar,1.541,
46635,46768,82477,3788,,,,9.532142,-10.370341,109.529,64.,6.12,.922,K0,1.183,
46637,46771,82395,3782,,5Xi  Leo,,9.532428,11.299827,66.0939,29.,4.99,.889,K0IIIvar,1.046,
46641,46774,82381,3779,,6    Leo,,9.53266,9.715767,153.1394,19.,5.07,-0.855,K3III,1.364,
46643,46776,82446,3787,,32Tau2Hya,,9.533036,-1.184664,158.7302,6.,4.54,-1.463,A3V,.109,
46677,46810,82610,3798,,,,9.538443,-28.627769,84.4595,15.,6.43,1.797,F3V,.358,
46678,46811,82694,3807,,,,9.538688,-40.649334,129.8701,-1.,5.35,-0.218,G8III,.897,
46680,46813,82573,3796,,,,9.539003,-19.400303,115.6069,27.,5.74,.425,A4III,.135,
46707,46840,82543,3794,,,,9.544832,1.864151,116.6861,28.,6.11,.775,F7IV-V,.614,
46720,46853,82328,3775,Gl 354A,25The UMa,,9.547715,51.677299,13.4789,15.3,3.17,2.522,F6IV,.475,
46726,46859,82660,3802,,,,9.548826,-13.516804,226.7574,28.,5.95,-0.828,K4III,1.501,
46736,46869,82638,3801,,,,9.550548,-8.505374,125.1564,36.,6.12,.633,K0,.974,
46741,46874,82785,3812,,,,9.552135,-39.129074,74.9625,25.,6.43,2.056,F2IV/V,.337,
46746,46879,82408,,,,,9.553126,45.51376,195.6947,0,6.49,.032,K0,1.141,
46747,46880,82734,3808,Gl 355.2,,,9.553461,-21.115723,111.1111,16.3,5.02,-0.209,K0III,1.023,
46760,46893,82674,3805,,,,9.555529,-7.190204,124.8439,29.,6.25,.768,K0,1.17,
46764,46897,82747,3810,,,,9.557237,-22.863882,80.2568,15.,5.92,1.398,B9.5V,.023,
46771,46904,82522,3791,,9    LMi,,9.558433,36.48695,149.0313,-17.,6.19,.324,K4III:,1.264,
46780,46914,82984,3817,,,,9.562374,-49.005074,254.4529,17.,5.12,-1.908,B4IV,-0.114,
46795,46928,83979,3860,,Zet Cha,,9.564857,-80.941261,175.4386,-42.,5.07,-1.151,B5V,-0.139,
46805,46938,82670,3804,,,,9.566429,23.453918,154.5595,-6.,6.26,.315,K7III,1.453,
46817,46950,83058,3819,,,,9.56911,-51.255264,277.0083,35.,5.01,-2.202,B1.5IV,-0.18,
46819,46952,82635,3800,,10    LMi,,9.570384,36.397556,56.7215,-12.,4.54,.771,G8III,.914,
46841,46974,83183,3825,,,,9.574071,-59.229752,406.5041,22.,4.08,-3.965,B5II,-0.013,
46844,46977,82210,3771,Gl 355.1,24    UMa,,9.574703,69.830345,31.9285,-28.1,4.54,2.019,G4III-IV,.781,
46849,46982,82870,3814,,33    Hya,,9.575736,-5.914948,173.6111,13.,5.56,-0.638,K1III,1.159,
46873,47006,82621,3799,,26    UMa,,9.580405,52.051476,80.3859,23.,4.47,-0.056,A2V,.027,
46880,47013,82189,3768,,22    UMa,,9.581508,72.205681,49.0918,-38.,5.77,2.315,F7V,.53,
46896,47029,82741,3809,,,,9.584399,39.621494,66.0502,-12.,4.81,.711,K0III,.992,
46906,47039,83108,3823,,,,9.58662,-35.82375,68.3527,13.,6.48,2.306,F5V,.417,
46937,47070,83104,3822,,,,9.592723,-19.583393,87.6424,16.,6.33,1.616,A0V,.069,
46945,47080,82885,3815,Gl 356A,11    LMi,,9.594334,35.810135,11.3688,14.9,5.4,5.121,G8IV-V,.77,
46963,47096,83023,3818,,7    Leo,,9.598024,14.379588,209.6436,20.,6.32,-0.287,A1V,.027,
46986,47119,82327,3774,,,,9.601884,74.318802,128.7001,-11.,6.46,.912,B9V,-0.083,
47012,47145,83368,3831,,,,9.607058,-48.751179,70.6215,-4.,6.18,1.935,F0p,.277,
47035,47168,83069,3820,,,,9.611903,31.161734,175.4386,-20.,5.57,-0.651,M2III,1.594,
47039,47172,83465,3837,,,,9.612872,-52.943668,113.8952,34.,6.18,.897,K1III,1.051,
47042,47175,83446,3836,,,,9.613772,-49.355026,32.3206,21.,4.34,1.793,A5V,.173,
47054,47187,83332,3830,,,,9.616725,-25.296759,95.511,30.,5.68,.78,K0III,1.116,
47056,47189,83189,3826,,8    Leo,,9.617384,16.437952,355.8719,6.,5.73,-2.026,K1III,1.223,
47060,47193,81817,3751,,,,9.618151,81.326385,304.878,-5.,4.28,-3.141,K3III,1.488,
47066,47199,83380,3833,,,,9.619413,-32.178646,85.7633,-3.,5.62,.953,K1III,1.023,
47071,47204,83520,3840,,,,9.620184,-53.668507,71.5308,-13.,5.44,1.168,A2/A3V,.137,
47072,47205,83240,3827,,10    Leo,,9.620185,6.835802,75.3012,20.,5.,.616,K1IIIvar,1.051,
47091,47224,83441,3835,,,,9.624557,-36.095993,110.1322,20.,5.96,.75,K2III,1.118,
47098,47231,82969,,,,,9.627088,60.21368,97.6562,0,6.41,1.462,G5,.921,
47109,47242,83352,,,,,9.629427,-3.170642,140.4494,0,6.45,.712,K0,.986,
47116,47249,83373,3832,,34    Hya,,9.630974,-9.424446,130.039,25.,6.4,.83,A1V,-0.04,
47125,47260,82685,3806,,,,9.632295,73.080391,71.0227,0,6.39,2.133,F2V+...,.352,
47134,47267,83548,3842,,,,9.633736,-43.190945,145.5604,2.,5.51,-0.305,G8II,.985,
47167,47300,83287,3829,,42    Lyn,,9.639383,40.239792,37.5799,-3.,5.28,2.405,F0V,.223,
47177,47310,83425,3834,,,,9.640913,4.649293,90.5797,45.,4.68,-0.105,K3III,1.31,
47257,47391,83944,3856,,,,9.655839,-61.32806,69.2042,20.,4.51,.309,B9V,-0.07,
47267,47401,83126,3824,,,,9.65775,67.272232,154.0832,19.,5.96,.021,K5,1.528,
47288,47422,84046,,,,,9.662538,-62.942924,215.0538,0,6.4,-0.263,B8/B9III/IV,-0.084,
47293,47427,83650,3846,,37    Hya,,9.66317,-10.570271,307.6923,14.,6.31,-1.131,A0Vn,-0.029,
47297,47431,83618,3845,,35Iot Hya,,9.664267,-1.14281,80.7103,23.,3.9,-0.635,K3IIIvar,1.313,
47318,47452,83754,3849,,38Kap Hya,,9.671768,-14.332292,133.6898,18.,5.07,-0.56,B4IV/V,-0.149,
47320,47454,83731,3848,,,,9.672241,-10.769185,225.7336,-11.,6.37,-0.398,A2V,.083,
47345,47479,84121,3863,,,,9.678494,-57.983555,72.5689,7.,5.3,.996,A3IV,.195,
47363,47498,84152,3864,,,,9.68393,-57.259541,112.8668,39.,5.8,.537,K0/K1III,1.083,
47373,47508,83808,3852,,14Omi Leo,,9.685843,9.892308,39.9521,27.,3.52,.512,A5V+...,.516,
47387,47522,83953,3858,,,,9.688058,-23.591515,155.2795,26.,4.76,-1.196,B5V,-0.117,
47409,47544,83787,3850,,,,9.693087,31.277817,236.9668,-13.,5.9,-0.973,K6III,1.579,
47415,47550,83821,3853,,13    Leo,,9.694024,25.912876,169.2047,-26.,6.26,.118,K2III:,1.251,
47424,47559,84228,3868,,,,9.696648,-55.21376,574.7126,14.,5.99,-2.807,B4V,-0.119,
47435,47570,83805,3851,,43    Lyn,,9.700098,39.757851,106.4963,30.,5.61,.473,G8III,.951,
47456,47591,84416,,,,,9.703605,-66.914818,160.,0,6.33,.309,A0V,.075,
47457,47592,84117,3862,Gl 364,,,9.704011,-23.915569,15.0128,35.2,4.93,4.048,G0V,.534,
47458,47594,83489,3838,,,,9.704137,69.237534,151.2859,-9.,5.72,-0.179,G9III:,1.131,
47492,47627,84224,3867,,,,9.711487,-35.501709,337.8378,17.,6.39,-1.254,Asp...,-0.053,
47496,47631,83951,3857,,13    LMi,,9.711873,35.093372,53.2765,-8.,6.12,2.487,F3V,.386,
47498,47633,83869,3854,,,,9.711973,48.431,139.2758,-8.,6.36,.641,A1V,.01,
47519,47654,83506,3839,,27    UMa,,9.715895,72.252617,146.6276,-17.,5.15,-0.681,K0III,1.029,
47559,47694,84400,3872,,,,9.724331,-51.228134,411.5226,-23.,6.15,-1.922,B6V,-0.098,
47566,47701,84107,3861,,15    Leo,,9.725906,29.974474,49.0196,16.,5.64,2.188,A2IV,.111,
47582,47717,84461,3875,,,,9.728406,-53.891281,105.1525,10.,5.56,.451,A0V,-0.042,
47588,47723,84194,3866,,16Psi Leo,,9.728862,14.021692,187.2659,8.,5.36,-1.002,M2III,1.61,
47623,47758,84367,3871,Gl 366.1A,The Ant,,9.736694,-27.76947,104.0583,24.,4.78,-0.306,A7V+...,.516,
47644,47779,84252,3869,,,,9.741668,18.863491,120.1923,-1.,6.49,1.091,K0,1.158,
47656,47791,83962,3859,,,,9.743498,64.984116,95.4198,-28.,6.18,1.282,F3Vn,.419,
47719,47854,84810,3884,,,,9.754117,-62.507904,478.4689,3.,3.69,-4.709,G5Iab/Ib,1.01,
47733,47868,84567,3878,,,,9.756113,-30.202749,100000.,33.,6.45,-13.55,B0IV,-0.137,
47748,47884,83550,3843,,,,9.758601,78.134712,317.4603,-27.,6.25,-1.258,K2III,1.353,
47757,47893,84809,3883,,,,9.761286,-57.186043,284.9003,11.,6.47,-0.803,B8III/IV,-0.108,
47772,47908,84441,3873,,17Eps Leo,Ras Elased Australis,9.764188,23.774256,75.643,4.,2.97,-1.424,G0II,.808,
47777,47913,84850,3887,,,,9.76549,-58.793827,80.8407,6.,6.22,1.682,F5IV,.461,
47807,47943,84542,3876,,,,9.769457,6.708556,602.4096,3.,5.8,-3.099,M1III,1.639,
47820,47956,85396,3902,,Nu  Cha,,9.772352,-76.776123,56.5291,11.,5.43,1.669,G8III,.901,
47823,47959,84561,3877,,18    Leo,,9.773147,11.810043,156.9859,30.,5.67,-0.309,K4III,1.489,
47824,47960,84607,3879,,,,9.773225,1.785586,80.5802,15.,5.65,1.119,F4IV,.342,
47827,47963,84816,3886,,,,9.775104,-44.755058,305.8104,-4.,5.58,-1.847,B2.5IV,-0.176,
47829,47965,84335,3870,,,,9.775462,57.128071,169.4915,8.,5.09,-1.056,M3III,1.594,
47866,48002,85123,3890,,Ups Car,,9.785036,-65.072006,440.5286,14.,2.92,-5.3,A9,.273,
47881,48017,83727,3847,,,,9.788366,79.136681,131.2336,-7.,6.09,.5,F0V:,.303,
47887,48023,84680,,,,,9.789499,23.647686,170.6485,0,6.49,.329,K0,1.093,
47893,48029,84722,3880,,19    Leo,,9.790546,11.568165,84.674,-4.,6.44,1.801,A7Vn,.255,
47977,48113,84737,3881,Gl 368,,,9.80981,46.021008,18.3688,5.,5.08,3.76,G2V,.619,
47983,48119,85250,3895,,,,9.811118,-56.411888,101.626,7.,6.05,1.015,K0III,.937,
48055,48191,85206,3892,,,,9.824471,-37.186764,124.0695,12.,5.95,.482,K2III,1.245,
48082,48218,85040,3889,,20    Leo,,9.830582,21.179422,191.5709,26.,6.1,-0.312,A8IV,.257,
48083,48219,85296,3897,,,,9.830931,-36.268463,152.9052,21.,6.36,.438,K0III,1.008,
48088,48224,85355,3898,,,,9.832541,-45.732735,258.3979,12.,5.09,-1.971,B7III,-0.098,
48130,48266,84812,3885,,,,9.839898,65.593224,84.9618,-7.,6.27,1.624,A9Vn,.29,
48137,48273,85217,3893,,4    Sex,,9.841689,4.34365,44.6628,17.,6.24,2.99,F6V...,.479,
48151,48287,85483,3904,,,,9.844985,-46.933922,176.9912,17.,5.72,-0.52,K0IIICN...,1.085,
48173,48310,85656,3914,,,,9.848775,-62.745117,334.4482,12.,5.56,-2.062,K1IIICN...,1.316,
48182,48319,84999,3888,,29Ups UMa,,9.849867,59.038734,35.6379,27.,3.78,1.02,F0IV,.291,
48183,48320,86320,,,,,9.850222,-80.061058,256.4103,12.1,6.47,-0.575,B8IV,.074,
48188,48324,85268,3896,,23    Leo,,9.850551,13.066239,369.0037,-9.,6.45,-1.385,M0III,1.624,
48202,48339,85655,3913,,,,9.853347,-59.425774,236.4066,24.,5.79,-1.078,K2IIICNp...,1.354,
48204,48341,85364,3899,,6    Sex,,9.853898,-4.24335,63.5728,-10.,6.01,1.994,A8III,.171,
48211,48348,85563,3910,,,,9.855481,-46.193871,99.108,18.,5.62,.639,K2III,1.166,
48214,48351,85380,3901,,,,9.856005,-6.181928,41.7711,36.,6.42,3.316,F8V,.577,
48219,48356,85444,3903,,39Ups1Hya,,9.85797,-14.846603,80.9061,-15.,4.11,-0.43,G6/G8III,.918,
48237,48374,85622,3912,,,,9.861298,-46.547619,323.6246,11.,4.58,-2.97,G5Ib,1.172,
48238,48375,85461,,,,,9.861449,-11.340507,350.8772,12.5,6.48,-1.246,M2III:,1.61,
48253,48390,85376,3900,,22    Leo,,9.864732,24.395369,41.4594,-2.,5.29,2.202,A5IV,.229,
48259,48396,85519,3908,,,,9.866537,-16.534775,119.7605,5.,6.08,.688,K0III,1.035,
48265,48402,85235,3894,,30Phi UMa,,9.868433,54.064331,156.0062,-12.,4.55,-1.416,A3IV,.038,
48276,48413,85505,3907,,,,9.869996,.07561,139.0821,19.,6.34,.624,G9III,.934,
48277,48414,85504,3906,,7    Sex,,9.870045,2.454131,202.8398,97.,6.02,-0.516,A0Vs,-0.04,
48300,48437,85558,3909,,8Gam Sex,,9.875121,-8.10503,85.1064,12.,5.07,.42,A2V,.038,
48318,48455,85503,3905,,24Mu  Leo,,9.879398,26.00695,38.0518,14.,3.88,.978,K0III,1.222,
48331,48468,85725,3916,,,,9.882791,-27.332172,53.8503,23.,6.28,2.624,G1V,.622,
48382,48519,85709,3915,,,,9.895257,5.958573,284.9003,-1.,5.9,-1.373,M2III,1.662,
48390,48527,85953,3924,,,,9.897251,-51.146713,704.2254,10.,5.95,-3.289,B2V,-0.152,
48422,48559,85859,3919,,,,9.903425,-25.932344,104.8218,51.,4.87,-0.232,K2III,1.199,
48427,48561,85980,3925,,,,9.904905,-45.283516,305.8104,13.,5.72,-1.707,B+...,-0.114,
48447,48584,85905,3921,,,,9.908838,-22.487455,152.6718,9.,6.23,.311,A2/A3III,.052,
48476,48613,86087,3927,,,,9.914234,-50.243958,92.8505,14.,5.71,.871,A0V,.006,
48478,48615,85951,3923,,,,9.914503,-19.009359,188.3239,50.,4.94,-1.435,K5III,1.559,
48501,48638,85583,3911,,,,9.917598,61.116123,119.7605,-11.,6.29,.898,K0,1.036,
48543,48682,85795,3917,,31    UMa,,9.928612,49.819843,63.7755,-6.,5.27,1.247,A3III,.086,
48567,48706,86211,3930,,,,9.934816,-40.824547,224.2152,58.,6.39,-0.363,M1III,1.612,
48576,48715,86606,3944,,,,9.936042,-71.389297,617.284,-30.,6.3,-2.652,B1Ib,-0.056,
48591,48730,86352,3935,,,,9.939416,-51.336159,100000.,9.,6.39,-13.61,B2IV-V,-0.162,
48595,48734,86080,3926,,,,9.940549,8.933157,177.6199,9.,5.85,-0.397,K2III:,1.129,
48609,48748,86267,3932,,,,9.943192,-33.418495,157.4803,4.,5.83,-0.156,K1III,1.202,
48624,48763,86266,3931,,,,9.946347,-26.549671,67.5219,11.,6.27,2.123,A4V,.219,
48635,48774,86440,3940,,Phi Vel,,9.947708,-54.567791,487.8049,14.,3.52,-4.921,B5Ib,-0.067,
48637,48776,86301,3933,,,,9.94836,-27.475155,158.9825,14.,6.32,.313,A4V,.173,
48643,48782,86659,3949,,,,9.949952,-69.101807,370.3704,16.,6.18,-1.663,B3V,-0.1,
48660,48799,86466,3941,,,,9.95304,-52.638783,819.6721,19.,6.13,-3.438,B3IV,-0.115,
48663,48802,85945,3922,,,,9.953776,57.418198,145.5604,-44.,5.97,.155,G8III,.895,
48693,48833,86146,3928,NN 3574,19    LMi,,9.96141,41.055634,28.1452,-8.9,5.11,2.863,F6Vs,.481,
48695,48835,86523,3943,,,,9.961833,-48.414074,549.4505,9.,6.06,-2.64,B3V,-0.127,
48699,48839,86341,,,,,9.962195,-1.94175,106.7236,0,6.43,1.289,G5,.7,
48722,48861,86166,3929,,,,9.96579,45.414299,121.2121,5.,6.34,.922,K0III,1.096,
48735,48876,86369,3938,,,,9.968786,8.313979,137.931,-19.,6.05,.352,K3III,1.357,
48743,48883,86360,3937,,27Nu  Leo,,9.970382,12.4448,153.1394,14.,5.26,-0.665,B9IV,-0.035,
48753,48893,85841,3918,,,,9.973019,72.879509,110.4972,4.,5.86,.643,K3III:,1.155,
48755,48895,86358,3936,,,,9.973902,27.758999,74.2942,36.,6.48,2.125,F3V,.362,
48786,48926,86629,3947,,Eta Ant,,9.981191,-35.890972,33.3111,30.,5.23,2.617,A8IV,.3,
48803,48943,86612,3946,,,,9.985085,-23.950769,244.4988,15.,6.11,-0.831,B5V,-0.101,
48842,48982,86513,3942,,,,9.993395,29.645233,105.1525,-1.,5.75,.641,G9III:,1.059,
48865,49005,86378,3939,,,,9.997695,56.811806,153.3742,-13.,5.5,-0.429,K5III,1.487,
48889,49029,86663,3950,,29Pi  Leo,,10.003557,8.044223,124.533,23.,4.68,-0.796,M2III,1.589,
48925,49065,87971,3983,,Mu 1Cha,,10.012191,-82.214668,115.0748,16.,5.53,.225,A0IV,.035,
48941,49081,86728,3951,Gl 376,20    LMi,,10.016864,31.923672,15.0466,55.8,5.37,4.483,G1V,.676,
48952,49092,87122,,,,,10.02,-56.096558,222.7171,14.,6.42,-0.319,B8,-0.013,
48997,49137,87152,3955,,,,10.027977,-53.364117,377.3585,6.,6.2,-1.684,B2.5V,-0.137,
49020,49160,87238,3957,,,,10.032797,-57.349789,221.2389,7.,6.2,-0.524,K1II,1.108,
49024,49164,87283,3960,,,,10.033361,-60.420891,100000.,-2.,5.93,-14.07,A9IV,.263,
49080,49220,87015,3952,,,,10.046931,21.949259,289.0173,3.,5.68,-1.625,B2.5IV,-0.178,
49083,49223,87438,3967,,,,10.04706,-62.156666,100000.,-8.,6.41,-13.59,K3Ib,1.688,
49093,49233,87436,3966,,,,10.049985,-60.178677,100000.,-4.,6.18,-13.82,A6II/III,.175,
49119,49259,87363,3964,,,,10.055719,-46.636192,90.009,3.,6.11,1.339,A0V,.041,
49141,49281,87543,3971,,,,10.05948,-61.884041,502.5126,5.,6.14,-2.366,B4:Vne,-0.032,
49153,49293,87262,3959,,,,10.061385,-9.573792,354.6099,9.,6.09,-1.659,K0,1.671,
49181,49321,87344,3963,,,,10.067448,-18.101406,156.0062,19.,6.3,.334,B8V,-0.06,
49189,49329,87301,3961,,13    Sex,,10.069009,3.201055,56.0224,0,6.43,2.688,F4V,.398,
49199,49339,87427,3965,,,,10.072486,-24.285534,70.1754,4.,5.7,1.469,F0V,.303,
49202,49343,87477,3968,,,,10.073158,-39.975857,165.8375,47.,6.42,.322,K1III,1.311,
49222,49363,87141,3954,,,,10.076759,53.891716,50.7357,-16.,5.71,2.183,F5V,.507,
49253,49394,87652,,,,,10.083846,-51.313622,175.1313,0,6.23,.013,B8/B9III,-0.054,
49261,49402,87504,3970,,40Ups2Hya,,10.085408,-13.064626,96.1538,28.,4.6,-0.315,B8V,-0.087,
49267,49408,87243,3958,,,,10.086219,52.371304,118.624,-26.,6.31,.939,A5IV,.135,
49277,49418,87606,3972,,,,10.087578,-36.38438,140.2525,28.,6.27,.535,K1III,1.112,
49304,49445,87500,3969,,,,10.0947,15.757506,100.,12.,6.36,1.36,F2Vn,.387,
49344,49485,87783,3976,,,,10.103115,-47.369995,73.692,21.,5.06,.723,K0IV,.88,
49389,49530,87682,3973,,14    Sex,,10.113174,5.611493,109.1703,17.,6.2,1.009,K1III,.939,
49427,49569,87808,3977,,,,10.119305,-17.141733,117.2333,11.,5.59,.245,K4III,1.49,
49441,49583,87737,3975,,30Eta Leo,,10.122209,16.762665,389.1051,3.,3.48,-4.47,A0Ib,-0.031,
49451,49593,87696,3974,Gl 378.3,21    LMi,,10.123821,35.244694,28.2406,-17.6,4.49,2.236,A7V,.19,
49477,49619,88015,,,,,10.126589,-48.260818,354.6099,17.,6.4,-1.349,B3III,-0.15,
49496,49637,87837,3980,,31    Leo,,10.131742,9.997508,90.5797,41.,4.39,-0.395,K4III,1.448,
49500,49641,87887,3981,,15Alp Sex,,10.1323,-0.371637,86.881,7.,4.48,-0.215,A0III,-0.032,
49501,49642,88158,,,,,10.132398,-62.221416,210.5263,24.,6.45,-0.167,Ap Si,-0.095,
49504,49645,88013,3984,,,,10.133793,-37.333447,135.318,1.,6.34,.683,K0III,.98,
49517,49658,87822,3979,,,,10.137749,31.604053,61.237,-8.,6.23,2.295,F4V,.469,
49528,49669,87901,3982,,32Alp Leo,Regulus,10.139532,11.967207,24.3132,6.,1.36,-0.569,B7V,-0.087,
49547,49688,86321,3934,,,,10.142888,83.918373,404.8583,-12.,6.31,-1.727,K0,1.549,
49548,49689,88025,3986,,,,10.143174,-15.611939,173.6111,9.,6.25,.052,A0V,-0.007,
49557,49698,88323,3995,,,,10.145223,-65.815437,113.2503,.3,5.26,-0.01,K0III,.973,
49571,49712,88206,3990,,,,10.148957,-51.81126,408.1633,14.,4.85,-3.204,B3IV,-0.12,
49622,49764,88473,4002,,,,10.158386,-68.682777,209.205,10.,5.8,-0.803,A0IV,.015,
49627,49769,88218,3992,Gl 379.1A,,,10.158841,-35.85677,31.6356,36.8,6.14,3.639,G1V,.615,
49661,49802,88182,3988,,,,10.165691,-12.095305,84.8176,-14.,6.24,1.598,A5m,.184,
49668,49809,88215,3991,,,,10.168302,-12.815923,27.7393,23.,5.3,3.085,F2/F3IV/V,.368,
49671,49812,88195,3989,,17    Sex,,10.168761,-8.40817,182.8154,16.,5.91,-0.4,A1V,.026,
49700,49841,88284,3994,,41Lam Hya,,10.176467,-12.354083,34.5066,19.,3.61,.92,K0III,1.007,
49703,49844,88399,4001,,,,10.177142,-41.715248,69.4444,33.,5.98,1.772,K3III,1.239,
49723,49865,88333,3996,,18    Sex,,10.182184,-8.418462,145.1379,.2,5.64,-0.169,K2III,1.304,
49729,49870,88161,3987,,,,10.183047,40.66161,192.6782,14.,6.34,-0.084,K3III:,1.277,
49752,49893,88231,3993,,,,10.186884,37.401901,195.6947,9.,5.86,-0.598,K3III,1.282,
49759,49900,88372,4000,,,,10.188268,-7.316626,151.0574,13.,6.23,.334,A2Vn,.026,
49785,49926,88647,4007,,,,10.193187,-58.827763,245.7002,-10.,6.07,-0.882,M5III,1.647,
49789,49929,88355,3998,,34    Leo,,10.193947,13.355114,64.5995,-16.,6.43,2.379,F7V,.468,
49794,49934,88661,4009,,,,10.19624,-58.060543,390.625,31.,5.7,-2.259,B2IVnpe,-0.118,
49824,49967,88522,4003,,,,10.200793,-28.605955,152.6718,18.,6.28,.361,A0V,.019,
49853,49994,88693,4010,,,,10.206373,-52.163242,110.011,11.,6.16,.953,K2IIICN...,1.168,
49872,50013,88595,4005,,,,10.210547,-19.15304,41.3223,34.,6.45,3.369,F7V,.494,
49886,50027,88547,4004,,19    Sex,,10.213435,4.61468,127.551,32.,5.77,.242,K0III:,1.178,
49903,50044,88825,4018,,,,10.216988,-59.918087,746.2687,-2.,6.07,-3.294,B4Ve,-0.072,
49925,50066,88699,4011,,,,10.222069,-27.028891,144.7178,18.,6.23,.427,A9m...,.316,
49926,50067,88907,4022,,,,10.222553,-61.658829,293.2551,13.,6.42,-0.916,B2V,-0.111,
49928,50069,88862,,,,,10.222861,-56.586697,200.8032,0,6.48,-0.034,K2III,1.45,
49929,50070,88824,4017,,,,10.223016,-51.232971,51.8941,48.,5.27,1.694,A7V,.257,
49934,50075,88742,4013,Gl 385.1,,,10.223548,-33.031723,22.8467,41.9,6.38,4.586,G0V,.592,
49936,50078,88842,4020,,,,10.224448,-51.755787,104.712,18.,5.78,.68,A3IV/V,.136,
49942,50083,88981,4025,,,,10.225184,-66.37281,94.3396,-15.,5.15,.277,Am,.217,
49958,50099,89080,4037,,Ome Car,,10.228961,-70.037903,104.8218,7.,3.29,-1.812,B8III,-0.074,
49962,50103,88809,4015,,,,10.229427,-40.346058,147.2754,18.,5.91,.069,K1III,1.204,
49968,50109,88639,4006,,,,10.230474,27.135818,157.2327,10.,6.05,.067,G5III-IV,.844,
49981,50122,88836,4019,,,,10.232379,-40.310776,139.8601,0,6.33,.602,G8III,.94,
50001,50142,88806,,,,,10.235823,-23.813946,363.6364,-6.2,6.36,-1.443,M1III,1.639,
50033,50174,88737,4012,NN 3589,,,10.241598,21.168058,56.8182,16.8,6.02,2.248,F9V,.573,
50050,50191,88955,4023,,,,10.245607,-42.121941,31.0752,7.,3.85,1.388,A2V,.051,
50077,50218,88786,4014,,22    LMi,,10.251762,31.468065,203.252,15.,6.47,-0.07,G8III,.858,
50081,50222,88651,4008,,,,10.252127,59.985538,653.5948,-21.,6.18,-2.897,M0IIIvar,1.621,
50090,50232,89104,4038,,,,10.254624,-54.974209,471.6981,8.,6.16,-2.208,B2IV-V,-0.155,
50092,50234,89015,4029,,,,10.255799,-36.517715,107.4114,27.,6.17,1.015,K0III,1.058,
50099,50241,89062,4036,,,,10.258767,-43.11237,155.521,18.,5.59,-0.369,K4III,1.52,
50145,50287,89263,4043,,,,10.267565,-59.903412,81.6993,18.,6.22,1.659,A5V,.194,
50150,50292,89033,4034,,,,10.269166,-11.203419,197.2387,32.,6.08,-0.395,K0,1.096,
50161,50303,88960,4024,,23    LMi,,10.270677,29.310501,79.9361,16.,5.49,.976,A0Vn,.02,
50174,50316,88986,4027,,24    LMi,,10.274469,28.68248,33.1895,30.,6.46,3.855,G0V,.635,
50177,50319,89010,4030,,35    Leo,,10.275639,23.503096,31.1721,-33.,5.95,3.481,G2IV,.655,
50190,50332,89273,4045,,,,10.277819,-51.204636,219.2982,43.,6.2,-0.505,M4/M5III,1.435,
50191,50333,89056,4035,,37    Leo,,10.277983,13.728334,179.5332,3.,5.42,-0.851,M1III,1.65,
50193,50335,89025,4031,,36Zet Leo,,10.278171,23.417311,84.0336,-16.,3.43,-1.192,F0III,.307,
50194,50336,89024,4032,,,,10.278268,25.370705,108.9325,34.,5.84,.654,K2III:,1.206,
50229,50371,89388,4050,,,,10.28472,-61.332302,201.6129,8.,3.39,-3.133,K3II,1.541,
50230,50372,89021,4033,,33Lam UMa,,10.284952,42.914364,42.1585,18.,3.45,.326,A2IV,.029,
50242,50384,89125,4039,Gl 387A,39    Leo,,10.287378,23.10622,22.805,37.5,5.81,4.02,F8Vw,.5,
50249,50391,89328,,,,,10.288941,-46.834942,64.6831,0,6.48,2.426,A8V+...,.329,
50272,50414,89254,4042,,22Eps Sex,,10.293834,-8.068914,59.312,15.,5.25,1.384,F2III,.336,
50306,50448,88983,4026,,32    UMa,,10.300583,65.108353,79.5545,-7.,5.74,1.237,A8III,.163,
50314,50456,89353,4049,,,,10.302109,-28.992001,813.0081,-33.,5.52,-4.03,B9.5Ib/II,.277,
50338,50480,89461,4056,,,,10.307847,-41.668491,163.1321,23.,5.97,-0.093,B9V,-0.063,
50343,50485,89221,,,,,10.309123,43.048447,37.1058,0,6.48,3.633,G5,.925,
50350,50492,89442,4053,,,,10.310516,-36.804573,163.9344,2.,6.31,.237,K2/K3III,1.282,
