id,hip,hd,hr,gl,bf,proper,ra,dec,dist,rv,mag,absmag,spect,ci
43290,43413,75821,3527,,,,8.842628,-46.529186,100000.,7.,5.09,-14.91,B0III,-0.205,
43291,43414,76143,3537,,,,8.842982,-66.792984,51.9211,42.,5.34,1.763,F5IV,.423,
43305,43427,75469,3504,,,,8.845868,18.832184,289.0173,19.,6.41,-0.895,A2Vs,.009,
43331,43454,75528,3510,,54    Cnc,,8.850407,15.350651,38.3142,45.,6.36,3.443,G2IV,.669,
43373,43496,75737,3523,,15    Hya,,8.859559,-7.177226,136.7989,37.,5.55,-0.13,A4m,.15,
43376,43499,76113,3536,,,,8.860145,-57.633575,226.2443,8.,5.59,-1.183,B8III,-0.102,
43397,43520,76004,,,,,8.863899,-44.150932,515.4639,22.,6.38,-2.181,B3V,-0.15,
43405,43528,75989,,,,,8.865443,-40.986584,323.6246,0,6.49,-1.06,Ap...,-0.106,
43408,43531,75506,3508,,35    Lyn,,8.865787,43.726604,81.2348,15.,5.15,.601,K0III,.971,
43427,43550,75556,3511,,,,8.869453,42.002735,161.5509,57.,5.98,-0.062,K0III,1.251,
43430,43553,75523,3509,,,,8.869936,45.31282,164.7446,12.,5.96,-0.124,K0III,1.233,
43447,43570,75811,3526,,,,8.873384,5.340311,309.5975,-10.,6.34,-1.114,A5V,.122,
43450,43573,76001,3533,,,,8.873927,-32.509323,235.2941,1.,6.49,-0.368,K2/K3III,1.451,
43452,43575,75716,3521,,53    Cnc,,8.874608,28.259159,271.7391,11.,6.25,-0.921,M3III,1.552,
43457,43580,75916,3529,,,,8.875212,-13.232942,103.9501,14.,6.12,1.036,K1III,1.142,
43461,43584,75698,3519,,51Sig1Cnc,,8.876284,32.474155,64.4745,-14.,5.67,1.623,A8Vms,.224,
43464,43587,75732,3522,Gl 324A,55Rho1Cnc,,8.876625,28.330818,12.3411,27.2,5.96,5.503,G8V,.869,
43466,43589,76161,3539,,,,8.877391,-48.359097,318.4713,3.,5.92,-1.595,B3Vn,-0.148,
43467,43590,76072,3534,,,,8.877416,-36.545341,352.1127,18.,6.41,-1.323,G8III+...,.549,
43470,43593,76230,3542,,,,8.878005,-52.128906,124.0695,18.,6.39,.922,A0V,.003,
43480,43603,76110,3535,,,,8.880005,-38.724087,214.1328,21.,5.79,-0.863,K5/M0III,1.508,
43497,43620,76346,3549,,,,8.884386,-56.649487,92.4214,24.,6.02,1.191,A0V,-0.023,
43500,43623,76027,,,,,8.88481,-16.952471,139.0821,0,6.43,.714,K1III,1.082,
43501,43624,75487,3506,,,,8.884983,59.056141,60.5694,9.,6.35,2.439,F5IV-V,.414,
43521,43644,75486,3505,,5    UMa,,8.889601,61.962269,88.8099,-31.,5.72,.978,F2III,.305,
43546,43669,76538,3560,,,,8.896851,-60.353909,440.5286,2.,5.78,-2.44,B5III,-0.088,
43548,43671,76360,3551,,,,8.897388,-47.520779,77.2798,-1.,5.31,.87,Am,.275,
43550,43673,76304,3548,,,,8.897433,-40.44754,373.1343,-1.,6.42,-1.439,K0II/III+..,.96,
43562,43685,75896,3528,,,,8.898801,35.538296,241.5459,25.,6.14,-0.775,A4III,.059,
43597,43721,75959,3532,,57    Cnc,,8.904091,30.579115,141.4427,-60.,5.4,-0.353,G7III,1.05,
43602,43726,76151,3538,Gl 327,,,8.904986,-5.434459,17.3853,31.8,6.01,4.809,G3V,.661,
43639,43763,76640,3568,,,,8.915011,-58.239658,218.3406,13.,6.36,-0.336,B5V,-0.086,
43659,43783,76728,3571,,,,8.917457,-60.644608,98.0392,25.,3.84,-1.117,B8III,-0.104,
43673,43797,76653,3570,NN 3519,,,8.919936,-54.965767,24.1546,-2.,5.7,3.785,F6V,.481,
43674,43798,76376,3554,,,,8.920119,-18.241188,136.7989,37.,5.75,.07,K2/K3III,1.327,
43683,43807,76566,3562,,,,8.922002,-45.041672,370.3704,22.,6.26,-1.583,B3IV,-0.152,
43687,43811,76221,3541,,,,8.923022,17.231276,342.4658,-1.,6.28,-1.393,C6II,2.975,
43689,43813,76294,3547,,16Zet Hya,,8.92323,5.945563,51.2558,23.,3.11,-0.439,G8III-IV,.978,
43697,43822,76369,3552,,17    Hya,,8.924891,-7.971153,88.4956,-20.,6.07,1.335,A3,.22,
43700,43825,76483,3556,,Del Pyx,,8.925434,-27.681871,75.815,5.,4.87,.471,A3IV,.142,
43709,43834,76219,3540,,58Rho2Cnc,,8.927689,27.927481,149.2537,17.,5.23,-0.64,G8II-III,1.,
43725,43850,76478,,,,,8.931802,-15.439536,250.6266,0,6.47,-0.525,K2III,1.393,
43726,43851,76351,3550,,60    Cnc,,8.932097,11.626023,213.2196,24.,5.44,-1.204,K5III,1.462,
43728,43853,76512,3559,,,,8.932196,-23.818302,71.6332,21.,6.39,2.114,A4V,.157,
43754,43878,76805,3574,,,,8.938686,-52.723476,108.3424,22.,4.68,-0.494,B5V,-0.115,
43769,43894,76292,3546,,,,8.941814,40.201473,72.2022,25.,5.9,1.607,F3III,.378,
43774,43899,76579,3564,,,,8.942813,-16.708748,221.7295,38.,5.95,-0.779,K3III,1.544,
43777,43902,76494,3557,,,,8.943622,4.236581,434.7826,-12.,6.13,-2.061,G8II-III,1.001,
43778,43903,75958,3531,,6    UMa,,8.943741,64.603828,94.0734,3.,5.57,.703,G6III,.877,
43783,43908,79837,3678,,Zet Oct,,8.944949,-85.663155,49.7512,-4.,5.43,1.946,F0III,.306,
43798,43923,76291,3545,,,,8.947218,45.631645,70.7214,59.,5.72,1.472,K1IV,1.125,
43807,43932,76398,3555,,59Sig2Cnc,,8.949056,32.910431,59.5593,5.,5.44,1.565,A7IV,.181,
43812,43937,77002,3582,,,,8.949562,-59.22934,206.6116,27.,4.93,-1.646,B2IV-V,-0.182,
43831,43957,76508,3558,,,,8.9523,17.143751,107.0664,19.,6.17,1.022,K1III,1.001,
43844,43970,76543,3561,,62Omi1Cnc,,8.954152,15.322762,45.7247,-5.,5.22,1.919,A5III,.149,
43876,44001,76582,3565,,63Omi2Cnc,,8.959777,15.581281,46.1255,-4.,5.68,2.36,F0IV,.209,
43884,44010,76629,3567,,,,8.961673,9.387764,264.5503,-14.,6.19,-0.923,G8III,.984,
43898,44024,77020,3583,,,,8.965434,-48.57291,317.4603,18.,5.88,-1.628,G8/K0II,1.06,
43905,44031,76572,3563,,61    Cnc,,8.966295,30.233826,55.5247,8.,6.25,2.528,F6V,.474,
43939,44066,76756,3572,,65Alp Cnc,,8.974784,11.857701,57.7367,-14.,4.26,.453,A5m,.141,
43948,44075,76932,3578,NN 3523,,,8.978869,-16.132727,21.0349,120.8,5.8,4.185,F7/F8IV/V,.521,
43966,44093,77140,3588,,,,8.981216,-47.234688,68.918,18.,5.17,.978,Am,.268,
43999,44126,76830,3577,,,,8.986314,18.134867,187.9699,21.,6.3,-0.07,M4IIIvar,1.511,
44000,44127,76644,3569,Gl 331A,9Iot UMa,,8.986828,48.041824,14.5096,9.,3.12,2.312,A7IV,.223,
44003,44130,77087,3585,,,,8.987729,-28.806017,167.2241,25.,6.24,.124,G8III,.997,
44016,44143,77370,3598,Gl 333.1,,,8.990078,-59.083714,26.4201,11.4,5.17,3.06,F3V,.417,
44021,44148,76908,,,,,8.990801,13.074391,421.9409,0,6.49,-1.636,K5III,1.462,
44027,44154,76813,3575,,64Sig3Cnc,,8.992405,32.41856,90.6618,23.,5.23,.443,G9III,.913,
44035,44162,77084,3584,,,,8.994421,-19.208036,39.2619,20.,6.19,3.22,F5IV/V,.461,
44064,44191,77258,3591,,,,9.001505,-41.253605,64.5161,-7.,4.45,.402,Fp,.646,
44086,44213,77320,3593,,,,9.006183,-43.173992,320.5128,27.,6.04,-1.489,B3Vne,-0.154,
44103,44231,76944,3580,,,,9.008556,37.604355,371.7472,-17.,6.21,-1.641,K5,1.572,
44120,44248,76943,3579,Gl 332A,,,9.010685,41.782909,16.0694,27.1,3.96,2.93,F5V,.463,
44128,44256,77615,3604,,,,9.012707,-60.963829,401.6064,18.,5.8,-2.219,G8II,1.211,
44155,44283,77887,3610,,,,9.019027,-68.683914,216.9197,13.,5.89,-0.791,M1III,1.634,
44161,44290,77361,3597,,,,9.019838,-26.663715,108.1081,-24.,6.2,1.031,K1IIICN...,1.137,
44171,44299,77475,3600,,,,9.022462,-41.864254,131.5789,21.,5.56,-0.036,B5V,-0.135,
44179,44307,77104,3587,,66    Cnc,,9.023369,32.252296,143.0615,-13.,5.89,.112,A2V,.088,
44188,44315,77250,3590,,,,9.025385,5.640986,318.4713,33.,6.08,-1.435,F3IV+...,1.111,
44203,44331,77093,3586,,,,9.027991,39.713516,76.1615,-8.,6.39,1.981,A9Vn,.314,
44209,44337,77653,3605,,,,9.029046,-52.188686,112.9944,32.,5.23,-0.035,Ap Si,-0.12,
44214,44342,77190,3589,,67    Cnc,,9.030234,27.902594,58.0046,12.,6.07,2.253,A8Vn,.243,
44228,44356,77353,3596,,,,9.032774,-0.482673,150.3759,73.,5.64,-0.246,K0III,1.163,
44239,44367,77580,3602,,,,9.03511,-39.402164,122.549,18.,6.25,.808,K1IIICN...,1.,
44254,44382,78045,3615,Gl 333.3,Alp Vol,,9.040777,-66.396072,38.2995,5.9,4.,1.084,Am,.145,
44262,44390,76827,3576,,8Rho UMa,,9.04242,67.629616,96.432,5.,4.74,-0.181,M3III,1.542,
44277,44405,77350,3595,,69Nu  Cnc,,9.045629,24.452915,120.3369,-15.,5.45,.048,A0III,-0.041,
44278,44406,77445,3599,,,,9.045783,7.298267,194.1748,27.,5.85,-0.591,K3III:,1.1,
44295,44423,77907,3611,,,,9.051483,-53.550373,260.4167,-7.,6.39,-0.688,B6V,-0.074,
44343,44471,77327,3594,,12Kap UMa,,9.060427,47.156525,109.8901,4.,3.57,-1.635,A1Vn,.007,
44376,44504,77309,3592,,,,9.066778,54.283886,119.6172,-4.,5.74,.351,A2V,.034,
44381,44509,78005,,,,,9.068273,-47.441448,358.4229,32.,6.46,-1.312,B4V,-0.155,
44383,44511,78004,3614,,,,9.069248,-47.097736,91.8274,24.,3.75,-1.065,K2III,1.174,
44436,44565,78293,3622,,,,9.079995,-57.852573,307.6923,15.,6.43,-1.011,A8III,.288,
44446,44574,77660,3606,,,,9.081968,32.376835,72.8332,16.,6.46,2.148,A8V,.241,
44471,44599,78791,3643,,,,9.085785,-72.602707,122.8501,22.,4.47,-0.977,F6II-III,.607,
44485,44613,77601,3603,,,,9.090028,48.530315,97.0874,-6.,5.48,.544,F6II-III,.475,
44498,44626,78764,3642,,,,9.093994,-70.538498,296.7359,19.,4.66,-2.702,B2IVe,-0.149,
44531,44659,77996,3613,,18Ome Hya,,9.099546,5.092316,274.7253,25.,4.99,-2.204,K2II-III,1.189,
44537,44665,78632,3632,,,,9.102117,-64.499847,165.8375,1.,6.37,.272,K3III,1.361,
44572,44700,77912,3612,,,,9.108825,38.452213,250.6266,17.,4.56,-2.435,G8Ib-II,1.037,
44580,44708,78548,3629,,,,9.109454,-55.80241,334.4482,29.,6.1,-1.522,B2IV-V,-0.132,
44589,44717,77692,3608,,,,9.111986,59.344521,421.9409,2.,6.44,-1.686,A2V,.045,
44610,44738,78196,3618,,,,9.11665,1.462694,249.3766,3.,6.16,-0.824,M1III,1.648,
44640,44768,78175,3617,,,,9.124143,22.980871,58.1734,29.,6.39,2.566,F5V,.453,
44670,44798,78316,3623,,76Kap Cnc,,9.129115,10.668191,162.8664,24.,5.23,-0.829,B8IIIMNp,-0.092,
44689,44816,78647,3634,,Lam Vel,,9.133268,-43.43259,166.9449,18.,2.23,-3.883,K4Ib-II,1.665,
44690,44818,78235,3621,,72Tau Cnc,,9.133348,29.654236,83.8926,-13.,5.42,.801,G8III,.888,
44696,44824,78541,3628,,Kap Pyx,,9.134133,-25.858536,171.8213,-45.,4.62,-1.555,K4/K5III,1.594,
44697,44825,78234,3620,,,,9.13449,32.540398,106.7236,41.,6.47,1.329,F2V,.375,
44728,44857,77800,3609,,11Sig1UMa,,9.139867,66.873238,159.7444,15.,5.15,-0.867,K5III,1.514,
44755,44883,78556,3630,,19    Hya,,9.14505,-8.589524,188.3239,23.,5.6,-0.775,B9.5III,-0.057,
44759,44887,78676,3637,,,,9.145426,-26.767597,122.1001,8.,6.15,.716,A4IV,.17,
44760,44888,78614,,,,,9.145701,-16.277321,128.3697,0,6.48,.938,K0IIICN...,1.1,
44764,44892,78418,3626,Wo 9286,75    Cnc,,9.146483,26.629112,31.0078,10.4,5.95,3.493,G5IV,.654,
44769,44897,78366,3625,Gl 334.2,,,9.147526,33.882217,19.1902,26.8,5.95,4.535,F9V,.585,
44773,44901,78209,3619,NN 3534,15    UMa,,9.147863,51.604649,28.8184,-0.1,4.46,2.162,Am,.288,
44795,44923,78702,3638,,,,9.15117,-18.328548,83.682,17.,5.73,1.117,A0/A1V,0,
44808,44936,78668,3636,,,,9.153198,-12.357706,138.8889,-9.,5.76,.047,G6III,.937,
44819,44946,78515,3627,,77Xi  Cnc,,9.155982,22.045446,114.4165,-7.,5.16,-0.132,K0III,.97,
44833,44961,78732,3641,,20    Hya,,9.15988,-8.787648,147.7105,26.,5.47,-0.377,G8II,1.002,
44851,44979,79025,3647,,,,9.162499,-49.424381,161.5509,-1.,6.48,.438,A9Vn,.17,
44856,44984,78661,3635,,,,9.162896,11.564377,38.9257,-16.,6.48,3.529,F2p,.355,
44872,45001,78922,3644,,Eps Pyx,,9.16567,-30.3654,64.9773,-8.,5.59,1.526,A4IV,.179,
44874,45002,79091,,,,,9.165861,-52.082863,91.9118,0,6.19,1.373,K1III,1.023,
44905,45033,78715,3640,,79    Cnc,,9.172461,21.996414,112.8668,-7.,6.04,.777,G8III,.89,
44910,45038,78154,3616,Gl 335A,13Sig2UMa,,9.173204,67.134018,20.3791,-2.9,4.8,3.254,F7IV-V,.489,
44930,45058,78712,3639,,,,9.177444,30.963139,143.472,14.,6.04,.256,M6S,1.373,
44947,45075,78362,3624,,14Tau UMa,,9.181941,63.513634,38.7297,-9.,4.67,1.73,Am,.381,
44952,45080,79351,3659,,,,9.182804,-58.966896,136.9863,23.,3.43,-2.253,B2IV,-0.19,
44957,45085,79186,3654,,,,9.184556,-44.867901,100000.,34.,4.99,-15.01,B5Ia,.222,
44969,45097,77246,,,,,9.186865,80.828911,75.5287,0,6.37,1.979,F2,.385,
44972,45101,79447,3663,,,,9.187985,-62.316978,166.3894,18.,3.96,-2.146,B3IV,-0.18,
44992,45122,79275,3658,,,,9.192607,-46.583912,304.878,7.,5.78,-1.641,B2IV-V,-0.218,
44997,45127,79241,3656,,,,9.194704,-39.258846,334.4482,19.,6.05,-1.572,B5III,-0.108,
45020,45150,79066,3649,,,,9.198787,5.468629,50.7357,3.,6.34,2.813,A9IVe...,.328,
45028,45158,79181,3653,,,,9.19965,-19.747627,93.1966,-1.,5.72,.873,G8III,.977,
45036,45166,80194,3695,,,,9.203414,-76.663025,119.1895,1.,6.13,.749,K1III,1.09,
45037,45167,79108,3651,,,,9.203578,3.866978,99.3049,20.,6.14,1.155,A0V,-0.01,
45040,45170,79096,3650,Gl 337A,81Pi 1Cnc,,9.204878,14.996037,20.3625,50.2,6.49,4.946,G9V,.731,
45053,45184,79193,3655,,21    Hya,,9.207234,-7.109827,86.7303,-4.,6.1,1.409,A3m,.232,
45058,45189,79416,3661,,,,9.20848,-43.613262,212.3142,15.,5.56,-1.075,B8V,-0.107,
45082,45214,79699,,,,,9.214061,-60.916767,173.3102,0,6.36,.166,B9V,-0.044,
45087,45219,79698,3673,,,,9.215452,-59.413929,145.1379,16.,5.54,-0.269,G6II,.846,
45106,45238,80007,3685,,Bet Car,Miaplacidus,9.220041,-69.717209,34.6981,-5.,1.67,-1.032,A2IV,.07,
45110,45242,79524,3668,,,,9.221852,-42.273289,164.7446,29.,6.27,.186,K2III,1.25,
45117,45249,79456,,,,,9.222652,-29.66437,286.533,0,6.38,-0.906,K5III,1.6,
45127,45259,79523,3667,,,,9.223839,-38.61647,212.766,4.,6.31,-0.33,A0V,.018,
45138,45270,79621,3670,,,,9.226239,-47.338406,156.25,19.,5.92,-0.049,B9V,-0.051,
45140,45272,79248,3657,,,,9.227017,21.283207,155.7632,9.,6.48,.518,A2V,.046,
45158,45290,79158,3652,,36    Lyn,,9.230059,43.217827,178.2531,21.,5.3,-0.955,B8IIIMNp,-0.13,
45173,45305,79481,,,,,9.234192,-14.694842,166.113,0,6.46,.358,G6/G8III/IV,.958,
45182,45314,79694,3672,,,,9.235615,-44.145821,161.2903,22.,5.85,-0.188,B6IV,-0.113,
45196,45328,79846,3679,,,,9.238335,-55.56963,196.0784,9.,5.26,-1.202,G8II/III,.98,
45201,45333,79028,3648,Gl 337.1,16    UMa,,9.239041,61.423317,19.5695,-14.6,5.18,3.722,F9V,.605,
45204,45336,79469,3665,,22The Hya,,9.239405,2.31428,34.7947,-10.,3.89,1.182,B9.5V,-0.06,
45212,45344,79735,3674,,,,9.240136,-43.227493,187.6173,15.,5.24,-1.126,B4V+...,-0.137,
45255,45386,79807,3677,,,,9.249213,-37.602394,196.8504,-2.,5.85,-0.621,K0/K1III+..,.827,
45279,45410,79554,3669,,82Pi 2Cnc,,9.253848,14.941507,186.2197,26.,5.36,-0.99,K1III,1.319,
45281,45412,79452,3664,,,,9.253963,34.633514,130.039,56.,5.98,.41,G6III,.839,
45282,45413,79900,3680,,,,9.254066,-45.555496,561.7978,33.,6.25,-2.498,B8V,-0.07,
45287,45418,80094,3691,,,,9.254902,-58.388378,181.8182,16.,6.02,-0.278,B7IV,-0.101,
45290,45421,76990,3581,,,,9.255905,84.181015,94.6074,-6.,6.3,1.42,F2III,.339,
45293,45424,79752,3675,,,,9.25693,-15.024908,111.6071,32.,6.32,1.082,A0V,.013,
45306,45437,80126,3693,,,,9.259645,-57.577744,337.8378,15.,6.32,-1.324,G8II,1.037,
45308,45439,79917,3682,,,,9.2602,-38.569942,68.8705,2.,4.92,.73,K1III,1.084,
45317,45448,79940,3684,Gl 339.3,,,9.262522,-37.413143,50.4796,5.8,4.63,1.114,F3/F5V,.473,
45324,45455,79354,3660,,17    UMa,,9.263832,56.741405,220.7506,-30.,5.28,-1.44,K5III,1.568,
45330,45461,78935,3645,,,,9.264639,72.946327,88.1057,.4,5.93,1.205,F0III,.179,
45350,45481,80057,3688,,,,9.267786,-44.898724,100000.,26.,6.02,-13.98,A1Ib+...,.269,
45363,45493,79439,3662,NN 3541,18    UMa,,9.269808,54.021858,35.8423,-18.7,4.8,2.028,A5V,.199,
45365,45496,80230,3696,,,,9.270024,-57.541473,149.7006,-5.,4.34,-1.536,M1III,1.602,
45374,45505,80108,3692,,,,9.273066,-44.265736,100000.,-3.,5.12,-14.88,K3Ib,1.636,
45395,45526,79931,3683,,24    Hya,,9.278158,-8.744759,207.4689,10.,5.49,-1.095,B9III,-0.081,
45396,45527,79910,3681,,23    Hya,,9.27826,-6.353144,75.2445,-8.,5.24,.858,K2III,1.172,
45412,45543,79994,,,,,9.282514,-11.103111,112.1076,0,6.45,1.202,K0,1.172,
45413,45544,80170,3694,,,,9.282523,-39.401539,105.8201,-0.1,5.31,.187,K2III,1.166,
45425,45556,80404,3699,,Iot Car,Tureis,9.284838,-59.27523,234.7418,13.,2.21,-4.643,A8Ib,.189,
45428,45559,80050,3687,,,,9.285478,-14.574069,110.6195,-37.,5.83,.611,K0III,1.049,
45440,45571,80671,3712,Gl 340.1A,,,9.288149,-68.689644,32.6371,32.3,5.38,2.811,F4V,.415,
45450,45581,80951,3720,,,,9.290334,-74.89431,107.5269,11.,5.28,.122,A1V,.021,
45454,45585,80950,3721,,,,9.291005,-74.734589,81.9672,0,5.86,1.292,A0V,-0.024,
45460,45590,79763,3676,,,,9.291993,46.817226,130.3781,-12.,5.96,.384,A1V,.063,
45472,45603,80435,3700,,,,9.295082,-54.494827,268.0965,-9.,6.33,-0.811,K3III,1.403,
45483,45614,80064,3689,,,,9.297599,11.501146,197.6285,-7.,6.4,-0.079,A2IV,.095,
45484,45615,80710,3713,,,,9.297684,-67.050865,393.7008,1.,6.14,-1.836,K2III,1.254,
45500,45631,80456,3703,,,,9.301633,-51.050858,134.2282,57.,5.26,-0.379,B7/B8III,-0.062,
45529,45661,80024,3686,,,,9.307199,35.364079,86.9565,22.,5.94,1.243,A8V,.177,
45544,45675,80558,3708,,,,9.311766,-51.56065,100000.,22.,5.83,-14.17,B7Iab,.474,
45557,45688,80081,3690,,38    Lyn,,9.314069,36.802597,38.2702,4.,3.82,.906,A1V,.066,
45611,45742,80781,3717,,,,9.325689,-55.18647,100000.,13.,6.28,-13.72,B5V,-0.099,
45612,45743,80479,3704,,,,9.32587,-15.834663,138.5042,-30.,5.79,.083,K1/K2III,1.285,
45620,45751,80499,3706,,26    Hya,,9.329551,-11.974853,103.3058,-2.,4.77,-0.301,G8III,.927,
45623,45754,80590,3710,,,,9.329982,-34.10334,183.8235,26.,6.4,.078,B8V,-0.087,
45633,45764,79517,3666,,,,9.332156,74.016602,128.2051,56.,6.42,.88,G8III,1.05,
45679,45811,80586,3709,,27    Hya,,9.341394,-9.555695,68.2128,25.,4.8,.631,F5V+...,.913,
45682,45814,80774,3716,,,,9.341576,-37.581688,156.7398,7.,6.04,.064,K3/K4III,1.396,
45704,45836,80290,3697,,,,9.345493,51.266068,27.4499,-8.,6.14,3.947,F3V,.436,
45722,45854,80719,3714,,,,9.348749,-15.617826,49.8008,-1.,6.3,2.814,F6V,.468,
45724,45856,81101,3728,,,,9.349117,-62.404633,71.6332,51.,4.79,.514,G6III,.926,
45726,45858,80441,3701,,,,9.349828,38.188263,42.6621,1.,6.12,2.97,F3V+...,.38,
45728,45860,80493,3705,,40Alp Lyn,,9.350925,34.392563,62.2665,38.,3.14,-0.831,M0IIIvar,1.55,
45756,45888,80461,,,,,9.356557,45.370102,203.252,0,6.4,-0.14,K0,1.305,
45764,45896,80546,3707,,,,9.35755,32.902149,89.9281,28.,6.16,1.391,K3III,1.097,
45770,45902,80874,3718,,The Pyx,,9.35822,-25.965439,154.0832,20.,4.71,-1.229,M0III,1.633,
45783,45915,80390,3698,,,,9.362026,56.699219,230.4147,21.,5.79,-1.023,M4IIIa,1.511,
45788,45920,81157,3732,,,,9.363909,-55.514687,81.1688,59.,5.61,1.063,A3IVs...,.19,
45792,45924,81034,3726,,,,9.36416,-42.194859,176.0563,49.,5.56,-0.668,M3Ib,1.637,
45809,45941,81188,3734,,Kap Vel,,9.368562,-55.01067,175.4386,22.,2.47,-3.751,B2IV,-0.141,
45830,45962,81136,3730,,,,9.373331,-46.047443,162.8664,-7.,5.74,-0.319,G6/G8III,.903,
45894,46026,81169,3733,,Lam Pyx,,9.386739,-28.833874,58.8928,10.,4.71,.86,G8III,.892,
45913,46045,81347,,,,,9.390381,-48.286942,775.1938,20.,6.27,-3.177,B5V,-0.144,
45917,46049,81502,3740,,,,9.390924,-60.302315,662.2517,22.,6.3,-2.805,K1/K2II/III,1.477,
45926,46058,80956,3723,,,,9.392162,25.18284,142.2475,-1.,6.41,.645,G5III-IV,.856,
45935,46067,81369,,,,,9.394378,-46.908749,235.8491,0,6.21,-0.653,B7III,-0.093,
45943,46075,81309,3735,,,,9.395799,-37.756901,99.108,20.,6.47,1.489,A1m...,.193,
45961,46093,81471,3739,,,,9.399816,-51.73708,100000.,18.,6.05,-13.95,A7Iab,.528,
45969,46101,81613,3742,,,,9.401526,-61.648903,110.9878,-8.,5.99,.764,K0III,1.06,
45975,46107,82554,3795,,Iot Cha,,9.40268,-80.786873,58.1395,7.,5.34,1.518,F3/F5IV,.454,
45982,46114,81411,3737,,,,9.404523,-39.425503,149.0313,8.,6.05,.184,A6/A7III,.193,
46011,46143,81896,,,,,9.410315,-70.075783,214.1328,0,6.45,-0.203,K1III,1.275,
46014,46146,81146,3731,,1Kap Leo,,9.410906,26.182323,61.7284,28.,4.47,.518,K2III,1.222,
46036,46168,81025,3725,,,,9.415463,51.573895,129.199,-16.,6.3,.744,G2III,.774,
46062,46194,81575,,,,,9.418852,-43.976604,224.2152,39.7,6.31,-0.443,M5III,1.526,
46088,46221,81420,3738,,28    Hya,,9.423343,-5.117394,275.4821,5.,5.6,-1.6,K5III,1.523,
46093,46225,81830,3752,,,,9.424253,-61.950478,77.3994,12.,5.77,1.326,A4V+...,.137,
46100,46232,81361,3736,,,,9.425695,16.585588,85.2515,12.,6.31,1.656,G9III:,.968,
46114,46247,80953,3722,,,,9.428939,63.940941,363.6364,7.,6.24,-1.563,K2III,1.465,
46150,46283,81848,3753,,,,9.438324,-53.37891,131.5789,24.,5.09,-0.506,B6V,-0.102,
46156,46288,81567,3741,,,,9.43953,-1.464078,211.8644,-15.,6.01,-0.62,K3III,1.313,
46165,46297,81780,3746,,,,9.441238,-40.501705,95.8773,-3.,6.19,1.281,A7III,.251,
46196,46328,82068,3761,,,,9.445596,-64.929703,69.7837,8.,6.05,1.831,A3Vn,.147,
46197,46329,81753,3745,,,,9.445806,-28.787697,628.9308,4.,6.12,-2.873,B5V,-0.089,
46226,46358,82350,3777,,,,9.451788,-71.601898,61.8812,3.,5.46,1.502,K2III,1.079,
46239,46371,81799,3749,,,,9.45511,-22.343782,48.0077,29.,4.72,1.313,K1III,1.154,
46259,46390,81797,3748,,30Alp Hya,Alphard,9.45979,-8.658603,55.2792,-4.,1.99,-1.723,K3III,1.44,
46272,46404,81809,3750,Gl 344A,,,9.462995,-6.071187,30.4136,55.9,5.38,2.965,G2V,.642,
46275,46407,82458,,,,,9.463651,-71.781097,56.9152,0,6.33,2.554,F3/F5V,.413,
46278,46410,80930,3719,,,,9.464338,75.098343,156.9859,1.,6.2,.221,A5Vs,.115,
46322,46454,81858,3754,,2Ome Leo,,9.474278,9.056778,33.1675,-6.,5.4,2.796,F9V,.605,
46325,46457,81873,3755,,3    Leo,,9.474771,8.188298,124.2236,22.,5.72,.249,K0III,1.045,
46328,46460,82406,3783,,,,9.47516,-66.701874,77.6398,29.,5.9,1.45,A0V,.012,
46339,46471,81688,3743,,,,9.477775,45.601482,85.8369,39.,5.4,.732,K0III-IV,.993,
46350,46482,82347,3776,,,,9.479763,-62.273132,154.0832,0,5.91,-0.029,K1III,1.102,
46371,46504,81980,3758,,,,9.483972,-1.256913,79.1139,.4,6.27,1.779,F0Vn,.274,
46376,46509,81997,3759,Gl 348A,31Tau1Hya,,9.485805,-2.768964,17.334,10.8,4.59,3.396,F6V,.411,
46378,46511,82077,3763,,,,9.486845,-20.749126,364.9635,-8.,5.66,-2.151,K4/K5III,1.587,
46382,46515,82150,3765,,Eps Ant,,9.487423,-35.951336,217.8649,22.,4.51,-2.181,K3III,1.408,
46384,46517,82165,3766,,,,9.487831,-38.403542,60.6061,1.,6.15,2.237,A6V,.216,
46396,46529,82043,3760,,,,9.490123,-2.205172,128.866,16.,6.14,.589,F0III,.222,
46410,46543,82074,3762,,,,9.492338,-4.246636,55.6483,-12.,6.25,2.523,G6IV,.838,
46436,46569,82180,3767,,,,9.497187,-23.345343,411.5226,.3,6.26,-1.812,K2/K3III,1.559,
46445,46578,82205,3770,,,,9.498474,-26.589617,242.1308,12.,5.49,-1.43,K2IIICNII,1.345,
46461,46594,82419,3784,,,,9.501421,-51.517162,132.626,10.,5.45,-0.163,B8V,-0.078,
46485,46618,82232,3772,,,,9.506246,-15.577352,73.0994,24.,5.86,1.54,K2III,1.193,
46487,46620,82536,3793,,,,9.50651,-58.361839,296.7359,3.,5.88,-1.482,M2III,1.676,
46518,46651,82434,3786,Gl 351A,Psi Vel,,9.511674,-40.46677,18.8147,8.8,3.6,2.228,F2IV,.371,
46519,46652,82087,3764,,7    LMi,,9.512006,33.655712,153.8462,2.,5.87,-0.065,G8III:,1.032,
46524,46657,82383,3780,,Zet1Ant,,9.512804,-31.889221,124.3781,-3.,5.75,.276,A0,.066,
